keyword,url,user,comment_content
AI问诊,https://www.xiaohongshu.com/explore/6914745000000000040001b1,Raicen,想问问如何参加！是临床医学生
AI问诊,https://www.xiaohongshu.com/explore/6914745000000000040001b1,茉莉呀,报名
AI问诊,https://www.xiaohongshu.com/explore/6914745000000000040001b1,ruby,举手
AI问诊,https://www.xiaohongshu.com/explore/6914745000000000040001b1,仅你可爱,我来
AI问诊,https://www.xiaohongshu.com/explore/6914745000000000040001b1,清欢,举手🙋🏻‍♀️
AI问诊,https://www.xiaohongshu.com/explore/6914745000000000040001b1,疯狂咬人的卡皮巴拉,dd
AI问诊,https://www.xiaohongshu.com/explore/6914745000000000040001b1,大头,你好怎么参加
AI问诊,https://www.xiaohongshu.com/explore/6914745000000000040001b1,Yaksing,最近怎么这么多类似访谈？今天才对谈了一次
AI问诊,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5,榕树,在哪？可以免费体验一下吗
AI问诊,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5,暮&然,中医是玄学，也许Al可以把脉，但是中药方剂加减可是玄学和经验体会而来的，al无法替代的 09-21 2
AI问诊,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5,Suzy 😘芒果作者,北京中医院深圳龙岗医院一楼
AI问诊,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5,圆滚滚,多少钱
AI问诊,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5,中科美容设备,想了解
AI问诊,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5,Jiang D,请问哪里可以做检测
AI问诊,https://www.xiaohongshu.com/explore/68ab19b5000000001d0091fa,S.,举手
AI问诊,https://www.xiaohongshu.com/explore/68ab19b5000000001d0091fa,甜味糯玉米,报名
AI问诊,https://www.xiaohongshu.com/explore/68ab19b5000000001d0091fa,想吃个大螃蟹,报名，可以说经常用AI问诊
AI问诊,https://www.xiaohongshu.com/explore/68ab19b5000000001d0091fa,无敌幸运星,豆包可以吗？还有AQ
AI问诊,https://www.xiaohongshu.com/explore/686fdeb6000000001202d547,kiki,是的，哪怕是皮肤的问题，ai也会回答错。同样的图片不同时间给的答案完全不同…
AI问诊,https://www.xiaohongshu.com/explore/686fdeb6000000001202d547,Titan润度老王,特别认同
AI问诊,https://www.xiaohongshu.com/explore/686fdeb6000000001202d547,粥粉面饭秘书,谢谢你，本来真的看的我焦虑又犯了
